test_id,test_category,test_type,temperature,humidity,vibration,pressure,risk_score,pass_fail,test_duration,test_date,standard
TEST_001057,humidity,water_splash,11.6,14.58,15.6,948.73,0.484,PASS,221,2025-04-16 18:31:19.501394,IEC 60529
TEST_001058,humidity,water_splash,-26.75,16.81,49.14,804.18,1.0,FAIL,360,2025-02-08 18:31:19.501420,IEC 60529
TEST_001059,humidity,condensation,24.22,70.23,30.61,1122.24,0.793,FAIL,34,2024-11-09 18:31:19.501447,ISO 16750-4
TEST_001060,vibration,shock,47.87,46.69,21.65,818.89,0.854,FAIL,451,2024-11-13 18:31:19.501473,IEC 60068-2-27
TEST_001061,temperature,thermal_shock,27.36,53.74,3.22,1146.87,0.194,PASS,264,2024-09-22 18:31:19.501501,IEC 60068-2-14
TEST_001062,temperature,high_temp,-34.69,63.03,48.03,897.28,1.0,FAIL,190,2025-04-18 18:31:19.501528,MIL-STD-810 Method 501.7
TEST_001063,temperature,thermal_shock,-4.14,31.82,11.3,1064.3,0.374,PASS,187,2025-03-21 18:31:19.501572,IEC 60068-2-14
TEST_001064,temperature,high_temp,25.81,31.53,44.69,858.57,0.914,FAIL,283,2025-04-26 18:31:19.501604,MIL-STD-810 Method 501.7
TEST_001065,vibration,acoustic_vibration,-19.74,32.06,26.99,868.03,0.701,FAIL,464,2024-08-12 18:31:19.501637,MIL-STD-810 Method 515.8
TEST_001066,vibration,shock,29.01,18.45,24.94,1047.8,0.269,PASS,82,2024-09-19 18:31:19.501669,IEC 60068-2-27
TEST_001067,temperature,high_temp,7.8,40.75,6.58,842.71,0.331,PASS,305,2025-03-25 18:31:19.501714,MIL-STD-810 Method 501.7
TEST_001068,humidity,condensation,-23.13,56.63,22.78,851.8,0.854,FAIL,400,2025-02-12 18:31:19.501744,ISO 16750-4
TEST_001069,humidity,humidity_resistance,-39.9,85.93,34.77,858.07,1.0,FAIL,32,2025-06-14 18:31:19.501777,MIL-STD-810 Method 507.7
TEST_001070,temperature,thermal_shock,33.81,65.9,25.07,963.18,0.401,PASS,417,2024-08-28 18:31:19.501812,IEC 60068-2-14
TEST_001071,temperature,low_temp,33.54,21.38,7.3,1185.51,0.481,PASS,80,2025-07-14 18:31:19.501849,MIL-STD-810 Method 502.7
TEST_001072,temperature,thermal_shock,-32.88,34.58,33.1,821.42,1.0,FAIL,383,2025-06-27 18:31:19.501877,IEC 60068-2-14
TEST_001073,humidity,humidity_resistance,51.29,71.53,30.33,944.13,0.786,FAIL,43,2025-06-27 18:31:19.501904,MIL-STD-810 Method 507.7
TEST_001074,vibration,acoustic_vibration,61.01,55.39,47.31,1156.12,1.0,FAIL,215,2025-07-12 18:31:19.501930,MIL-STD-810 Method 515.8
TEST_001075,temperature,high_temp,42.31,38.43,2.24,946.86,0.321,PASS,255,2024-09-21 18:31:19.501957,MIL-STD-810 Method 501.7
TEST_001076,humidity,humidity_resistance,28.59,88.48,10.14,802.38,0.741,FAIL,201,2025-02-21 18:31:19.501983,MIL-STD-810 Method 507.7
TEST_001077,temperature,thermal_shock,-19.73,57.71,37.59,891.55,1.0,FAIL,293,2025-06-21 18:31:19.502009,IEC 60068-2-14
TEST_001078,humidity,condensation,-7.23,94.86,36.51,1068.34,1.0,FAIL,177,2024-11-15 18:31:19.502035,ISO 16750-4
TEST_001079,vibration,acoustic_vibration,-14.27,33.04,42.98,1023.09,0.73,FAIL,310,2024-12-26 18:31:19.502062,MIL-STD-810 Method 515.8
TEST_001080,temperature,thermal_shock,65.42,25.59,42.77,932.58,1.0,FAIL,325,2025-04-26 18:31:19.502088,IEC 60068-2-14
TEST_001081,vibration,acoustic_vibration,-14.76,37.65,31.46,1092.6,0.712,FAIL,137,2024-10-17 18:31:19.502119,MIL-STD-810 Method 515.8
TEST_001082,temperature,thermal_shock,11.01,80.71,45.58,1113.29,1.0,FAIL,220,2025-04-13 18:31:19.502146,IEC 60068-2-14
TEST_001083,temperature,low_temp,23.68,37.81,24.17,897.83,0.521,PASS,372,2025-05-17 18:31:19.502173,MIL-STD-810 Method 502.7
TEST_001084,temperature,high_temp,59.75,68.38,15.0,1190.2,0.793,FAIL,274,2024-12-03 18:31:19.502202,MIL-STD-810 Method 501.7
TEST_001085,vibration,shock,21.84,90.54,39.31,1072.78,0.925,FAIL,389,2024-09-10 18:31:19.502233,IEC 60068-2-27
TEST_001086,vibration,shock,1.36,37.81,7.38,1023.68,0.01,PASS,87,2025-04-28 18:31:19.502262,IEC 60068-2-27
TEST_001087,vibration,mechanical_vibration,5.41,83.74,7.04,1090.88,0.292,PASS,184,2025-02-28 18:31:19.502293,MIL-STD-810 Method 514.8
TEST_001088,humidity,condensation,61.84,15.9,44.42,1154.7,1.0,FAIL,109,2025-06-09 18:31:19.502323,ISO 16750-4
TEST_001089,temperature,high_temp,69.45,82.05,19.03,815.69,1.0,FAIL,115,2025-01-25 18:31:19.502354,MIL-STD-810 Method 501.7
TEST_001090,vibration,shock,-21.98,29.8,20.37,1106.02,0.829,FAIL,262,2025-04-04 18:31:19.502380,IEC 60068-2-27
TEST_001091,vibration,acoustic_vibration,-37.45,92.86,14.55,1100.65,1.0,FAIL,400,2024-08-07 18:31:19.502411,MIL-STD-810 Method 515.8
TEST_001092,temperature,high_temp,37.38,93.92,44.78,801.64,1.0,FAIL,474,2025-02-25 18:31:19.502438,MIL-STD-810 Method 501.7
TEST_001093,humidity,water_splash,-1.68,37.5,8.43,1077.57,0.193,PASS,188,2024-08-19 18:31:19.502465,IEC 60529
TEST_001094,temperature,thermal_shock,-32.36,88.13,29.6,1049.55,0.914,FAIL,376,2025-02-17 18:31:19.502490,IEC 60068-2-14
TEST_001095,temperature,thermal_shock,-17.37,67.32,11.19,839.24,0.728,FAIL,370,2025-02-24 18:31:19.502516,IEC 60068-2-14
TEST_001096,temperature,thermal_shock,-4.44,52.29,33.15,824.13,0.973,FAIL,217,2025-03-26 18:31:19.502543,IEC 60068-2-14
TEST_001097,temperature,thermal_shock,20.61,40.5,49.27,966.59,0.502,PASS,446,2025-02-06 18:31:19.502569,IEC 60068-2-14
TEST_001098,humidity,condensation,-33.81,31.43,45.42,1058.88,1.0,FAIL,359,2025-07-23 18:31:19.502595,ISO 16750-4
TEST_001099,vibration,shock,30.96,71.73,13.92,1033.1,0.297,PASS,264,2025-03-08 18:31:19.502622,IEC 60068-2-27
TEST_001100,humidity,condensation,17.26,64.45,28.47,1027.99,0.267,PASS,274,2024-11-26 18:31:19.502652,ISO 16750-4
TEST_001101,humidity,humidity_resistance,41.64,54.31,48.03,901.56,0.765,FAIL,142,2025-05-31 18:31:19.502679,MIL-STD-810 Method 507.7
TEST_001102,humidity,water_splash,-39.25,36.94,32.58,1155.3,1.0,FAIL,77,2024-09-29 18:31:19.502708,IEC 60529
TEST_001103,humidity,condensation,38.27,25.62,43.93,919.97,0.712,FAIL,243,2024-08-12 18:31:19.502736,ISO 16750-4
TEST_001104,humidity,condensation,11.01,56.63,44.17,918.69,0.566,PASS,307,2024-11-22 18:31:19.502763,ISO 16750-4
TEST_001105,vibration,acoustic_vibration,-35.56,84.1,4.52,1176.26,1.0,FAIL,132,2025-03-21 18:31:19.502789,MIL-STD-810 Method 515.8
TEST_001106,temperature,high_temp,19.72,85.86,38.48,976.04,0.558,PASS,470,2025-03-08 18:31:19.502815,MIL-STD-810 Method 501.7
TEST_001107,vibration,shock,-20.37,31.79,28.45,1068.08,0.729,FAIL,138,2024-10-15 18:31:19.502843,IEC 60068-2-27
TEST_001108,temperature,high_temp,-17.5,47.79,16.63,1072.32,0.504,PASS,226,2024-12-05 18:31:19.502870,MIL-STD-810 Method 501.7
TEST_001109,vibration,acoustic_vibration,21.78,62.86,16.07,1046.87,0.22,PASS,349,2024-09-04 18:31:19.502897,MIL-STD-810 Method 515.8
TEST_001110,humidity,water_splash,34.32,11.12,3.62,923.47,0.352,PASS,222,2025-06-20 18:31:19.502928,IEC 60529
TEST_001111,temperature,thermal_shock,24.21,94.36,15.25,833.59,0.979,FAIL,40,2024-08-18 18:31:19.503046,IEC 60068-2-14
TEST_001112,vibration,shock,-20.81,83.15,1.76,1172.27,0.802,FAIL,327,2024-09-23 18:31:19.503098,IEC 60068-2-27
TEST_001113,vibration,acoustic_vibration,63.75,70.62,10.44,943.13,0.697,PASS,178,2025-01-26 18:31:19.503139,MIL-STD-810 Method 515.8
TEST_001114,humidity,water_splash,41.78,51.47,29.68,1165.29,0.88,FAIL,151,2024-12-07 18:31:19.503188,IEC 60529
TEST_001115,vibration,mechanical_vibration,60.65,47.33,20.21,934.16,0.797,FAIL,131,2025-01-28 18:31:19.503230,MIL-STD-810 Method 514.8
TEST_001116,vibration,shock,46.69,76.41,45.18,951.9,0.667,PASS,47,2025-04-10 18:31:19.503280,IEC 60068-2-27
TEST_001117,vibration,mechanical_vibration,22.9,79.01,32.27,909.04,0.497,PASS,240,2024-09-29 18:31:19.503314,MIL-STD-810 Method 514.8
TEST_001118,vibration,acoustic_vibration,28.52,39.0,26.28,1185.09,0.605,PASS,74,2024-12-27 18:31:19.503345,MIL-STD-810 Method 515.8
TEST_001119,humidity,humidity_resistance,-27.36,64.62,30.27,971.06,0.654,PASS,87,2025-03-30 18:31:19.503378,MIL-STD-810 Method 507.7
TEST_001120,humidity,water_splash,-3.84,61.42,15.83,1108.55,0.475,PASS,440,2024-10-12 18:31:19.503424,IEC 60529
TEST_001121,vibration,mechanical_vibration,-0.97,49.98,5.11,956.91,0.006,PASS,446,2024-09-11 18:31:19.503456,MIL-STD-810 Method 514.8
TEST_001122,vibration,mechanical_vibration,4.02,55.4,22.19,811.61,0.601,PASS,75,2025-04-06 18:31:19.503507,MIL-STD-810 Method 514.8
TEST_001123,temperature,high_temp,-25.51,57.02,22.99,1078.11,0.71,FAIL,155,2024-08-14 18:31:19.503556,MIL-STD-810 Method 501.7
TEST_001124,temperature,low_temp,58.87,86.29,14.93,883.83,0.95,FAIL,62,2025-02-28 18:31:19.503656,MIL-STD-810 Method 502.7
TEST_001125,temperature,high_temp,2.32,80.44,24.41,1129.44,0.697,PASS,344,2025-06-06 18:31:19.503702,MIL-STD-810 Method 501.7
TEST_001126,vibration,mechanical_vibration,26.7,83.6,35.94,1196.89,1.0,FAIL,412,2024-10-12 18:31:19.503748,MIL-STD-810 Method 514.8
TEST_001127,humidity,water_splash,-35.15,23.84,47.89,1025.15,1.0,FAIL,275,2025-08-02 18:31:19.503793,IEC 60529
TEST_001128,humidity,humidity_resistance,1.78,87.06,9.89,959.77,0.196,PASS,445,2024-08-10 18:31:19.503859,MIL-STD-810 Method 507.7
TEST_001129,humidity,water_splash,65.94,83.9,21.29,1196.36,1.0,FAIL,335,2025-05-04 18:31:19.503911,IEC 60529
TEST_001130,humidity,humidity_resistance,67.68,94.83,26.69,1132.29,1.0,FAIL,129,2025-02-25 18:31:19.503947,MIL-STD-810 Method 507.7
TEST_001131,humidity,water_splash,-16.76,71.42,20.14,902.66,0.587,PASS,140,2025-04-18 18:31:19.503997,IEC 60529
TEST_001132,temperature,low_temp,3.93,14.76,41.81,929.26,0.723,FAIL,175,2025-05-08 18:31:19.504028,MIL-STD-810 Method 502.7
TEST_001133,temperature,high_temp,50.77,82.94,28.23,1066.27,0.957,FAIL,472,2025-05-29 18:31:19.504073,MIL-STD-810 Method 501.7
TEST_001134,temperature,low_temp,-15.59,93.17,43.49,1182.51,1.0,FAIL,222,2025-01-21 18:31:19.504117,MIL-STD-810 Method 502.7
TEST_001135,temperature,low_temp,67.89,88.47,20.94,1000.52,0.98,FAIL,120,2025-03-30 18:31:19.504158,MIL-STD-810 Method 502.7
TEST_001136,humidity,humidity_resistance,62.57,51.88,36.34,870.14,1.0,FAIL,54,2025-03-16 18:31:19.504197,MIL-STD-810 Method 507.7
TEST_001137,humidity,water_splash,-28.09,50.2,18.75,1070.52,0.534,PASS,180,2025-05-30 18:31:19.504396,IEC 60529
TEST_001138,vibration,shock,19.4,51.1,10.31,981.37,0.166,PASS,44,2025-06-25 18:31:19.504458,IEC 60068-2-27
TEST_001139,vibration,shock,45.14,55.25,41.12,844.74,1.0,FAIL,124,2024-09-28 18:31:19.504498,IEC 60068-2-27
TEST_001140,temperature,high_temp,-3.16,28.87,22.35,1159.79,0.711,FAIL,205,2024-12-12 18:31:19.504533,MIL-STD-810 Method 501.7
TEST_001141,humidity,humidity_resistance,19.47,33.1,33.55,1136.36,0.796,FAIL,285,2024-08-16 18:31:19.504566,MIL-STD-810 Method 507.7
TEST_001142,vibration,shock,29.94,28.68,19.87,880.34,0.469,PASS,441,2025-06-17 18:31:19.504597,IEC 60068-2-27
TEST_001143,humidity,humidity_resistance,64.72,42.37,44.19,1040.69,1.0,FAIL,333,2024-09-01 18:31:19.504628,MIL-STD-810 Method 507.7
TEST_001144,temperature,thermal_shock,11.83,54.39,33.87,1084.47,0.459,PASS,152,2025-01-25 18:31:19.504661,IEC 60068-2-14
TEST_001145,humidity,water_splash,40.12,70.68,11.86,1083.78,0.49,PASS,221,2024-09-23 18:31:19.504693,IEC 60529
TEST_001146,vibration,shock,-38.81,87.98,5.43,823.85,1.0,FAIL,168,2025-04-02 18:31:19.504743,IEC 60068-2-27
TEST_001147,humidity,humidity_resistance,-6.85,77.22,18.54,1014.81,0.317,PASS,195,2025-05-10 18:31:19.504775,MIL-STD-810 Method 507.7
TEST_001148,humidity,water_splash,16.92,78.44,3.24,1008.93,0.0,PASS,291,2024-11-10 18:31:19.504806,IEC 60529
TEST_001149,temperature,thermal_shock,-13.47,31.93,18.29,1137.45,0.605,PASS,123,2025-03-06 18:31:19.504839,IEC 60068-2-14
TEST_001150,humidity,humidity_resistance,-20.45,13.31,22.74,859.24,0.96,FAIL,352,2024-10-06 18:31:19.504871,MIL-STD-810 Method 507.7
TEST_001151,humidity,water_splash,-14.66,71.77,27.31,904.63,0.582,PASS,428,2025-04-29 18:31:19.504903,IEC 60529
TEST_001152,humidity,water_splash,-22.4,23.69,10.92,1180.13,0.774,FAIL,30,2024-09-27 18:31:19.504934,IEC 60529
TEST_001153,temperature,high_temp,66.43,44.3,7.16,829.46,0.989,FAIL,119,2024-10-25 18:31:19.504965,MIL-STD-810 Method 501.7
TEST_001154,temperature,low_temp,64.78,29.92,34.19,1112.99,1.0,FAIL,269,2025-04-21 18:31:19.504996,MIL-STD-810 Method 502.7
TEST_001155,humidity,humidity_resistance,47.3,43.59,27.8,1092.04,0.563,PASS,256,2025-03-11 18:31:19.505029,MIL-STD-810 Method 507.7
TEST_001156,vibration,acoustic_vibration,50.28,25.08,21.95,828.93,0.921,FAIL,188,2025-02-07 18:31:19.505068,MIL-STD-810 Method 515.8
TEST_001157,temperature,low_temp,21.48,63.15,31.48,1022.45,0.361,PASS,252,2024-10-05 18:31:19.505097,MIL-STD-810 Method 502.7
TEST_001158,temperature,high_temp,55.8,61.91,1.64,1074.46,0.341,PASS,345,2024-08-23 18:31:19.505139,MIL-STD-810 Method 501.7
TEST_001159,temperature,low_temp,-11.55,59.16,48.72,1047.04,0.742,FAIL,178,2024-10-29 18:31:19.505200,MIL-STD-810 Method 502.7
TEST_001160,vibration,mechanical_vibration,-12.54,26.3,21.66,942.83,0.593,PASS,76,2025-07-06 18:31:19.505249,MIL-STD-810 Method 514.8
TEST_001161,humidity,water_splash,4.56,89.27,12.58,969.91,0.442,PASS,174,2025-04-01 18:31:19.505284,IEC 60529
TEST_001162,temperature,thermal_shock,56.47,83.45,16.76,945.15,0.795,FAIL,65,2025-05-16 18:31:19.505315,IEC 60068-2-14
TEST_001163,humidity,humidity_resistance,-3.41,50.94,15.11,1186.88,0.598,PASS,267,2025-07-12 18:31:19.505349,MIL-STD-810 Method 507.7
TEST_001164,humidity,water_splash,31.77,76.31,44.03,838.7,1.0,FAIL,396,2024-08-23 18:31:19.505382,IEC 60529
TEST_001165,humidity,condensation,30.84,20.64,28.8,1096.3,0.531,PASS,328,2024-11-16 18:31:19.505426,ISO 16750-4
TEST_001166,vibration,acoustic_vibration,13.33,73.12,15.6,1037.04,0.165,PASS,175,2025-01-06 18:31:19.505459,MIL-STD-810 Method 515.8
TEST_001167,temperature,thermal_shock,-18.84,36.42,45.31,978.45,0.686,PASS,336,2025-02-05 18:31:19.505501,IEC 60068-2-14
TEST_001168,humidity,humidity_resistance,46.68,26.88,30.83,806.21,1.0,FAIL,132,2025-06-06 18:31:19.505539,MIL-STD-810 Method 507.7
TEST_001169,temperature,high_temp,47.25,68.22,21.34,986.66,0.479,PASS,95,2025-06-06 18:31:19.505573,MIL-STD-810 Method 501.7
TEST_001170,vibration,acoustic_vibration,67.35,14.87,21.9,1106.15,1.0,FAIL,333,2025-04-14 18:31:19.505608,MIL-STD-810 Method 515.8
TEST_001171,temperature,low_temp,57.88,12.74,1.51,1175.18,0.764,FAIL,44,2025-03-25 18:31:19.505647,MIL-STD-810 Method 502.7
TEST_001172,humidity,condensation,57.36,11.01,11.15,938.21,0.787,FAIL,351,2024-09-29 18:31:19.505677,ISO 16750-4
TEST_001173,temperature,low_temp,-32.66,20.1,33.73,1002.19,0.979,FAIL,210,2024-09-10 18:31:19.505709,MIL-STD-810 Method 502.7
TEST_001174,humidity,water_splash,-21.96,43.76,5.77,906.1,0.39,PASS,447,2025-03-21 18:31:19.505743,IEC 60529
TEST_001175,humidity,water_splash,27.98,58.88,14.47,959.92,0.222,PASS,127,2024-09-27 18:31:19.505775,IEC 60529
TEST_001176,humidity,humidity_resistance,18.29,79.0,38.55,1052.63,0.52,PASS,412,2024-08-15 18:31:19.505815,MIL-STD-810 Method 507.7
TEST_001177,vibration,acoustic_vibration,9.66,47.91,33.47,957.1,0.416,PASS,90,2025-01-01 18:31:19.505850,MIL-STD-810 Method 515.8
TEST_001178,temperature,low_temp,38.57,86.84,25.38,856.25,0.809,FAIL,265,2025-06-03 18:31:19.505885,MIL-STD-810 Method 502.7
TEST_001179,vibration,acoustic_vibration,62.6,80.53,36.53,913.6,1.0,FAIL,311,2024-09-19 18:31:19.505922,MIL-STD-810 Method 515.8
TEST_001180,vibration,acoustic_vibration,44.68,52.34,45.94,1094.68,0.788,FAIL,475,2024-11-30 18:31:19.505956,MIL-STD-810 Method 515.8
TEST_001181,vibration,acoustic_vibration,2.13,77.93,43.86,1090.58,0.588,PASS,327,2025-07-25 18:31:19.505989,MIL-STD-810 Method 515.8
TEST_001182,vibration,shock,4.35,23.37,4.08,807.67,0.319,PASS,323,2025-01-04 18:31:19.506022,IEC 60068-2-27
TEST_001183,vibration,shock,2.12,63.75,35.04,1099.29,0.554,PASS,238,2025-03-26 18:31:19.506054,IEC 60068-2-27
TEST_001184,vibration,acoustic_vibration,60.68,87.75,5.47,810.17,1.0,FAIL,335,2025-02-26 18:31:19.506106,MIL-STD-810 Method 515.8
TEST_001185,humidity,condensation,-18.14,73.55,39.82,873.97,0.988,FAIL,378,2025-01-29 18:31:19.506140,ISO 16750-4
TEST_001186,vibration,mechanical_vibration,-1.39,58.66,39.2,938.76,0.642,PASS,105,2024-11-11 18:31:19.506173,MIL-STD-810 Method 514.8
TEST_001187,temperature,high_temp,-8.33,48.1,8.46,818.12,0.336,PASS,348,2024-09-18 18:31:19.506220,MIL-STD-810 Method 501.7
TEST_001188,vibration,shock,52.86,77.11,19.12,805.95,0.837,FAIL,107,2024-09-26 18:31:19.506262,IEC 60068-2-27
TEST_001189,temperature,low_temp,-10.28,79.85,6.95,1124.94,0.427,PASS,199,2025-01-21 18:31:19.506300,MIL-STD-810 Method 502.7
TEST_001190,temperature,thermal_shock,31.11,49.28,8.08,1177.46,0.415,PASS,317,2024-12-22 18:31:19.506351,IEC 60068-2-14
TEST_001191,vibration,shock,61.54,10.04,40.82,1153.88,1.0,FAIL,133,2025-01-30 18:31:19.506384,IEC 60068-2-27
TEST_001192,vibration,acoustic_vibration,32.91,35.81,40.36,1010.66,0.579,PASS,226,2025-07-16 18:31:19.506429,MIL-STD-810 Method 515.8
TEST_001193,humidity,humidity_resistance,-2.81,78.19,14.63,871.62,0.49,PASS,38,2025-07-17 18:31:19.506480,MIL-STD-810 Method 507.7
TEST_001194,vibration,acoustic_vibration,45.61,93.24,45.66,1015.75,1.0,FAIL,325,2025-06-22 18:31:19.506531,MIL-STD-810 Method 515.8
TEST_001195,temperature,high_temp,48.39,22.11,49.56,968.68,0.666,PASS,199,2025-08-02 18:31:19.506567,MIL-STD-810 Method 501.7
TEST_001196,humidity,condensation,61.8,41.21,48.76,1144.09,1.0,FAIL,189,2025-04-30 18:31:19.506607,ISO 16750-4
TEST_001197,temperature,low_temp,49.58,76.66,14.24,1156.41,0.712,FAIL,147,2024-12-22 18:31:19.506716,MIL-STD-810 Method 502.7
TEST_001198,temperature,thermal_shock,1.49,20.04,7.26,899.59,0.199,PASS,100,2025-05-09 18:31:19.506791,IEC 60068-2-14
TEST_001199,humidity,water_splash,29.26,24.46,22.2,842.04,0.617,PASS,434,2024-10-13 18:31:19.506842,IEC 60529
TEST_001200,vibration,mechanical_vibration,26.0,15.64,5.45,1021.04,0.0,PASS,389,2024-09-25 18:31:19.506874,MIL-STD-810 Method 514.8
TEST_001201,humidity,water_splash,58.0,72.45,45.76,1070.84,0.897,FAIL,367,2025-03-02 18:31:19.506906,IEC 60529
TEST_001202,humidity,condensation,7.78,57.22,25.41,1116.32,0.521,PASS,104,2025-07-30 18:31:19.506941,ISO 16750-4
TEST_001203,temperature,low_temp,49.63,83.01,47.17,1136.2,1.0,FAIL,34,2025-04-30 18:31:19.506973,MIL-STD-810 Method 502.7
TEST_001204,vibration,acoustic_vibration,38.21,69.13,42.83,919.07,0.647,PASS,241,2025-05-28 18:31:19.507007,MIL-STD-810 Method 515.8
TEST_001205,vibration,acoustic_vibration,27.61,92.03,43.57,953.73,0.988,FAIL,175,2025-03-19 18:31:19.507045,MIL-STD-810 Method 515.8
TEST_001206,humidity,humidity_resistance,-31.5,33.07,39.2,1115.07,1.0,FAIL,68,2025-04-28 18:31:19.507093,MIL-STD-810 Method 507.7
TEST_001207,vibration,shock,51.45,45.96,28.26,1023.96,0.627,PASS,323,2024-09-13 18:31:19.507145,IEC 60068-2-27
TEST_001208,humidity,condensation,-32.7,80.15,31.02,858.82,1.0,FAIL,185,2025-01-06 18:31:19.507209,ISO 16750-4
TEST_001209,humidity,humidity_resistance,-37.17,56.05,37.18,1079.47,1.0,FAIL,121,2025-03-06 18:31:19.507266,MIL-STD-810 Method 507.7
TEST_001210,humidity,water_splash,-12.69,45.78,37.66,1066.52,0.757,FAIL,41,2025-06-26 18:31:19.507338,IEC 60529
TEST_001211,temperature,low_temp,59.77,71.24,37.14,822.22,1.0,FAIL,336,2025-03-18 18:31:19.507388,MIL-STD-810 Method 502.7
TEST_001212,vibration,shock,65.67,26.79,5.1,1082.26,0.581,PASS,138,2024-09-25 18:31:19.507435,IEC 60068-2-27
TEST_001213,vibration,acoustic_vibration,59.6,94.67,26.47,969.5,0.901,FAIL,274,2024-09-10 18:31:19.507481,MIL-STD-810 Method 515.8
TEST_001214,humidity,condensation,-35.49,69.54,17.42,896.5,1.0,FAIL,108,2025-03-26 18:31:19.507529,ISO 16750-4
TEST_001215,humidity,condensation,57.61,16.98,39.45,854.01,1.0,FAIL,467,2025-02-27 18:31:19.507576,ISO 16750-4
TEST_001216,vibration,mechanical_vibration,41.5,12.93,49.75,1098.14,0.987,FAIL,62,2025-03-19 18:31:19.507639,MIL-STD-810 Method 514.8
TEST_001217,temperature,high_temp,3.72,10.34,39.21,1041.23,0.585,PASS,90,2025-06-26 18:31:19.507693,MIL-STD-810 Method 501.7
TEST_001218,vibration,mechanical_vibration,25.61,28.89,3.86,1168.52,0.317,PASS,409,2025-01-29 18:31:19.507741,MIL-STD-810 Method 514.8
TEST_001219,temperature,thermal_shock,-28.84,45.29,33.22,974.97,0.698,PASS,66,2024-12-20 18:31:19.507826,IEC 60068-2-14
TEST_001220,vibration,mechanical_vibration,-18.81,27.66,35.31,1005.03,0.601,PASS,80,2025-06-01 18:31:19.507888,MIL-STD-810 Method 514.8
TEST_001221,vibration,mechanical_vibration,-22.91,68.84,21.39,1138.44,0.785,FAIL,231,2025-01-13 18:31:19.507946,MIL-STD-810 Method 514.8
TEST_001222,temperature,low_temp,-26.22,13.93,46.39,1044.59,0.976,FAIL,91,2024-11-01 18:31:19.507996,MIL-STD-810 Method 502.7
TEST_001223,vibration,shock,-10.49,39.91,47.99,1191.05,1.0,FAIL,200,2025-01-13 18:31:19.508052,IEC 60068-2-27
TEST_001224,temperature,low_temp,62.13,65.92,10.37,1155.97,1.0,FAIL,34,2025-04-14 18:31:19.508101,MIL-STD-810 Method 502.7
TEST_001225,vibration,mechanical_vibration,53.21,36.12,15.84,1048.55,0.53,PASS,130,2025-03-25 18:31:19.508150,MIL-STD-810 Method 514.8
TEST_001226,humidity,water_splash,-12.73,49.71,0.42,850.26,0.369,PASS,347,2025-02-13 18:31:19.508212,IEC 60529
TEST_001227,temperature,high_temp,-37.4,67.66,22.42,1035.74,0.763,FAIL,468,2025-07-11 18:31:19.508289,MIL-STD-810 Method 501.7
TEST_001228,vibration,shock,42.81,27.38,3.49,1000.46,0.197,PASS,33,2024-08-17 18:31:19.508331,IEC 60068-2-27
TEST_001229,vibration,acoustic_vibration,37.79,37.45,30.63,1084.64,0.553,PASS,242,2024-12-19 18:31:19.508368,MIL-STD-810 Method 515.8
TEST_001230,humidity,condensation,69.74,77.3,15.76,893.68,1.0,FAIL,271,2024-12-13 18:31:19.508402,ISO 16750-4
TEST_001231,humidity,humidity_resistance,1.79,89.06,10.92,929.71,0.574,PASS,338,2024-09-14 18:31:19.508435,MIL-STD-810 Method 507.7
TEST_001232,temperature,low_temp,-6.48,58.87,34.6,955.91,0.562,PASS,101,2025-06-28 18:31:19.508489,MIL-STD-810 Method 502.7
TEST_001233,humidity,condensation,48.61,44.52,17.54,1167.64,0.707,FAIL,109,2024-10-31 18:31:19.508522,ISO 16750-4
TEST_001234,vibration,shock,57.8,77.48,38.51,1067.83,0.875,FAIL,416,2024-11-02 18:31:19.508562,IEC 60068-2-27
TEST_001235,temperature,thermal_shock,65.68,22.39,16.08,1061.07,0.829,FAIL,475,2025-03-19 18:31:19.508594,IEC 60068-2-14
TEST_001236,vibration,acoustic_vibration,49.63,64.95,31.02,830.52,1.0,FAIL,394,2025-01-20 18:31:19.508625,MIL-STD-810 Method 515.8
TEST_001237,humidity,water_splash,2.97,32.67,23.76,1013.31,0.267,PASS,245,2024-08-24 18:31:19.508670,IEC 60529
TEST_001238,temperature,high_temp,-28.37,56.3,39.47,965.97,0.746,FAIL,131,2025-05-10 18:31:19.508700,MIL-STD-810 Method 501.7
TEST_001239,vibration,shock,-25.72,51.81,18.42,1117.06,0.73,FAIL,263,2025-06-24 18:31:19.508733,IEC 60068-2-27
TEST_001240,humidity,condensation,59.68,12.24,37.88,989.45,0.9,FAIL,311,2025-02-19 18:31:19.508764,ISO 16750-4
TEST_001241,vibration,shock,-31.53,52.63,11.91,1030.68,0.585,PASS,298,2025-01-21 18:31:19.508795,IEC 60068-2-27
TEST_001242,vibration,shock,-34.39,78.46,35.4,875.0,1.0,FAIL,196,2025-02-06 18:31:19.508824,IEC 60068-2-27
TEST_001243,vibration,shock,52.41,73.95,24.59,1021.83,0.653,PASS,368,2025-06-20 18:31:19.508861,IEC 60068-2-27
TEST_001244,vibration,mechanical_vibration,-25.27,94.46,22.06,940.98,1.0,FAIL,321,2025-05-06 18:31:19.508892,MIL-STD-810 Method 514.8
TEST_001245,humidity,water_splash,-19.53,13.41,47.23,1127.6,1.0,FAIL,212,2025-01-17 18:31:19.508938,IEC 60529
TEST_001246,temperature,thermal_shock,-22.83,94.21,43.56,1166.49,1.0,FAIL,111,2025-01-27 18:31:19.508996,IEC 60068-2-14
